rank,dataset_index,true_label,predicted_label,cat_similarity,dog_similarity,cat_dog_margin,is_true_cat
6282,8801,deer,deer,0.197939,0.232009,-0.034070,False
6283,7070,horse,horse,0.197939,0.218572,-0.020634,False
6284,3772,automobile,automobile,0.197936,0.220954,-0.023018,False
6285,7170,truck,truck,0.197902,0.223664,-0.025762,False
6286,1770,horse,horse,0.197901,0.206482,-0.008580,False
6287,4509,horse,horse,0.197898,0.218611,-0.020712,False
6288,15,ship,ship,0.197898,0.211107,-0.013209,False
6289,2064,ship,ship,0.197896,0.218188,-0.020292,False
6290,8353,horse,horse,0.197888,0.211030,-0.013141,False
6291,890,deer,deer,0.197882,0.225856,-0.027974,False
6292,8862,airplane,airplane,0.197848,0.224127,-0.026279,False
6293,4081,airplane,airplane,0.197835,0.213870,-0.016035,False
6294,4880,airplane,airplane,0.197833,0.209625,-0.011792,False
6295,9467,bird,horse,0.197829,0.216822,-0.018992,False
6296,1376,truck,truck,0.197826,0.201329,-0.003504,False
6297,1144,automobile,automobile,0.197823,0.201696,-0.003873,False
6298,7530,bird,bird,0.197815,0.218349,-0.020534,False
6299,9964,bird,bird,0.197811,0.213899,-0.016087,False
6300,9474,ship,ship,0.197805,0.205902,-0.008098,False
6301,8917,airplane,airplane,0.197803,0.221494,-0.023692,False
6302,4273,dog,dog,0.197796,0.252899,-0.055103,False
6303,4045,horse,horse,0.197795,0.215806,-0.018011,False
6304,1351,horse,horse,0.197782,0.212730,-0.014948,False
6305,1820,ship,ship,0.197777,0.209439,-0.011662,False
6306,7610,horse,horse,0.197775,0.222319,-0.024544,False
6307,4865,ship,ship,0.197772,0.209050,-0.011278,False
6308,8416,frog,frog,0.197762,0.208689,-0.010927,False
6309,8760,ship,ship,0.197752,0.213585,-0.015833,False
6310,358,ship,ship,0.197751,0.208462,-0.010711,False
6311,9017,airplane,ship,0.197745,0.211837,-0.014092,False
6312,3198,frog,frog,0.197742,0.205702,-0.007960,False
6313,6998,ship,ship,0.197738,0.214969,-0.017230,False
6314,5793,ship,ship,0.197720,0.197649,0.000072,False
6315,5798,airplane,airplane,0.197708,0.210463,-0.012756,False
6316,2533,ship,ship,0.197698,0.220787,-0.023089,False
6317,9508,ship,ship,0.197692,0.208716,-0.011024,False
6318,9202,horse,horse,0.197683,0.210420,-0.012737,False
6319,9906,automobile,automobile,0.197681,0.213060,-0.015380,False
6320,410,horse,horse,0.197679,0.212208,-0.014529,False
6321,4320,automobile,automobile,0.197654,0.214446,-0.016793,False
6322,4731,deer,deer,0.197643,0.218517,-0.020875,False
6323,9771,deer,deer,0.197633,0.231919,-0.034286,False
6324,1895,ship,ship,0.197619,0.214789,-0.017170,False
6325,9951,airplane,airplane,0.197616,0.213070,-0.015454,False
6326,8915,truck,truck,0.197609,0.206626,-0.009018,False
6327,6191,airplane,airplane,0.197609,0.201402,-0.003793,False
6328,1754,horse,horse,0.197600,0.209763,-0.012164,False
6329,2080,automobile,automobile,0.197597,0.215336,-0.017739,False
6330,989,airplane,airplane,0.197572,0.210829,-0.013258,False
6331,6521,deer,deer,0.197571,0.227194,-0.029624,False
6332,5318,automobile,automobile,0.197560,0.214711,-0.017151,False
6333,3469,truck,truck,0.197554,0.208634,-0.011080,False
6334,4540,truck,truck,0.197553,0.194809,0.002744,False
6335,8516,ship,ship,0.197545,0.222821,-0.025276,False
6336,7638,automobile,automobile,0.197541,0.209807,-0.012265,False
6337,8471,airplane,airplane,0.197527,0.211899,-0.014372,False
6338,3068,bird,bird,0.197515,0.215815,-0.018300,False
6339,4351,ship,ship,0.197510,0.215966,-0.018455,False
6340,1023,airplane,airplane,0.197510,0.197906,-0.000396,False
6341,4515,airplane,airplane,0.197501,0.217249,-0.019747,False
6342,4326,horse,horse,0.197494,0.209897,-0.012402,False
6343,9185,automobile,automobile,0.197490,0.220022,-0.022532,False
6344,3403,ship,ship,0.197489,0.214941,-0.017452,False
6345,2653,deer,deer,0.197488,0.228445,-0.030957,False
6346,5326,horse,horse,0.197486,0.210116,-0.012630,False
6347,4170,automobile,automobile,0.197476,0.219520,-0.022044,False
6348,102,frog,frog,0.197463,0.210864,-0.013401,False
6349,7742,airplane,airplane,0.197428,0.204769,-0.007341,False
6350,7007,truck,truck,0.197421,0.208601,-0.011180,False
6351,4636,ship,ship,0.197421,0.210096,-0.012675,False
6352,9900,ship,ship,0.197418,0.214983,-0.017566,False
6353,9617,ship,ship,0.197415,0.224112,-0.026698,False
6354,3915,deer,deer,0.197405,0.224852,-0.027447,False
6355,6017,truck,truck,0.197395,0.206105,-0.008711,False
6356,4676,horse,horse,0.197394,0.227158,-0.029764,False
6357,3935,deer,deer,0.197381,0.227857,-0.030476,False
6358,4354,horse,horse,0.197378,0.217279,-0.019901,False
6359,9972,deer,deer,0.197373,0.215897,-0.018523,False
6360,7404,ship,ship,0.197368,0.203162,-0.005793,False
6361,6400,airplane,airplane,0.197368,0.211164,-0.013797,False
6362,3177,airplane,airplane,0.197359,0.198106,-0.000747,False
6363,8262,airplane,airplane,0.197358,0.202191,-0.004833,False
6364,3821,ship,ship,0.197352,0.210891,-0.013539,False
6365,5912,deer,deer,0.197351,0.220390,-0.023039,False
6366,5351,horse,horse,0.197347,0.221342,-0.023995,False
6367,7703,horse,horse,0.197343,0.221467,-0.024124,False
6368,6218,truck,truck,0.197336,0.213706,-0.016370,False
6369,3882,automobile,automobile,0.197333,0.222815,-0.025482,False
6370,6284,airplane,airplane,0.197331,0.218894,-0.021563,False
6371,1446,airplane,airplane,0.197328,0.201070,-0.003741,False
6372,2225,horse,horse,0.197321,0.215152,-0.017832,False
6373,1458,automobile,automobile,0.197311,0.205769,-0.008457,False
6374,3992,airplane,airplane,0.197310,0.203097,-0.005787,False
6375,7767,truck,truck,0.197307,0.202871,-0.005564,False
6376,8722,horse,horse,0.197301,0.218501,-0.021200,False
6377,9874,bird,bird,0.197300,0.200789,-0.003489,False
6378,9790,ship,ship,0.197293,0.207704,-0.010411,False
6379,2717,airplane,airplane,0.197288,0.201349,-0.004062,False
6380,3172,truck,truck,0.197261,0.203574,-0.006313,False
6381,9494,truck,truck,0.197249,0.208100,-0.010850,False
6382,6799,airplane,automobile,0.197242,0.214580,-0.017337,False
6383,8218,truck,ship,0.197242,0.205127,-0.007885,False
6384,1849,horse,horse,0.197230,0.211717,-0.014487,False
6385,7637,ship,ship,0.197227,0.206938,-0.009710,False
6386,8240,horse,horse,0.197226,0.222436,-0.025210,False
6387,6334,airplane,airplane,0.197225,0.203459,-0.006234,False
6388,6914,ship,ship,0.197222,0.202454,-0.005232,False
6389,4287,airplane,airplane,0.197221,0.205308,-0.008087,False
6390,1212,automobile,automobile,0.197219,0.205791,-0.008572,False
6391,8400,airplane,airplane,0.197216,0.207364,-0.010148,False
6392,8047,airplane,airplane,0.197210,0.219017,-0.021807,False
6393,2974,truck,truck,0.197206,0.214807,-0.017600,False
6394,2754,truck,truck,0.197191,0.203531,-0.006340,False
6395,539,airplane,airplane,0.197175,0.208838,-0.011663,False
6396,5965,horse,horse,0.197171,0.211256,-0.014085,False
6397,3970,truck,truck,0.197154,0.225390,-0.028236,False
6398,732,horse,horse,0.197147,0.208475,-0.011329,False
6399,1267,deer,deer,0.197140,0.224550,-0.027409,False
6400,5403,horse,horse,0.197122,0.212503,-0.015380,False
6401,6872,airplane,airplane,0.197120,0.215570,-0.018450,False
6402,6978,deer,deer,0.197109,0.226432,-0.029322,False
6403,6250,deer,deer,0.197084,0.215634,-0.018550,False
6404,884,truck,truck,0.197083,0.216597,-0.019514,False
6405,5153,horse,horse,0.197082,0.231622,-0.034540,False
6406,3527,automobile,automobile,0.197072,0.216243,-0.019171,False
6407,242,ship,ship,0.197062,0.220815,-0.023753,False
6408,6372,automobile,automobile,0.197053,0.218101,-0.021048,False
6409,8503,automobile,automobile,0.197052,0.219587,-0.022535,False
6410,710,frog,frog,0.197025,0.207043,-0.010018,False
6411,5579,truck,truck,0.197014,0.212128,-0.015113,False
6412,1927,truck,truck,0.197013,0.222869,-0.025856,False
6413,2279,truck,truck,0.197009,0.197529,-0.000520,False
6414,2774,bird,bird,0.197003,0.200934,-0.003931,False
6415,2994,ship,ship,0.197001,0.209344,-0.012343,False
6416,8155,automobile,automobile,0.196995,0.215120,-0.018125,False
6417,6776,ship,ship,0.196993,0.201325,-0.004332,False
6418,6028,ship,ship,0.196992,0.214994,-0.018002,False
6419,621,horse,horse,0.196985,0.210593,-0.013607,False
6420,2238,automobile,automobile,0.196964,0.214884,-0.017920,False
6421,1016,automobile,automobile,0.196936,0.210963,-0.014027,False
6422,8163,airplane,airplane,0.196931,0.205285,-0.008354,False
6423,8267,airplane,airplane,0.196928,0.206295,-0.009367,False
6424,2601,automobile,automobile,0.196923,0.212906,-0.015983,False
6425,6494,airplane,airplane,0.196922,0.209417,-0.012495,False
6426,4125,ship,ship,0.196910,0.209678,-0.012768,False
6427,7168,dog,automobile,0.196902,0.218876,-0.021973,False
6428,2928,automobile,automobile,0.196898,0.215502,-0.018604,False
6429,2932,truck,truck,0.196872,0.200916,-0.004044,False
6430,6843,automobile,automobile,0.196862,0.230707,-0.033845,False
6431,6356,horse,dog,0.196855,0.242166,-0.045311,False
6432,5726,automobile,automobile,0.196851,0.214842,-0.017991,False
6433,9256,airplane,airplane,0.196835,0.211402,-0.014567,False
6434,1412,automobile,automobile,0.196835,0.206224,-0.009390,False
6435,8898,horse,horse,0.196829,0.217465,-0.020636,False
6436,480,ship,ship,0.196820,0.206098,-0.009279,False
6437,9791,truck,truck,0.196814,0.201837,-0.005023,False
6438,7672,frog,frog,0.196790,0.211725,-0.014934,False
6439,6789,automobile,automobile,0.196788,0.203755,-0.006967,False
6440,6552,automobile,automobile,0.196787,0.198333,-0.001547,False
6441,8492,airplane,airplane,0.196786,0.201913,-0.005127,False
6442,3616,deer,deer,0.196783,0.239084,-0.042301,False
6443,4616,deer,deer,0.196772,0.225085,-0.028313,False
6444,8666,airplane,airplane,0.196771,0.204526,-0.007755,False
6445,1967,horse,horse,0.196771,0.213065,-0.016294,False
6446,6434,airplane,airplane,0.196761,0.207590,-0.010828,False
6447,157,truck,truck,0.196761,0.219341,-0.022580,False
6448,8856,airplane,airplane,0.196758,0.210608,-0.013850,False
6449,5768,horse,horse,0.196756,0.214035,-0.017278,False
6450,9612,deer,deer,0.196755,0.208203,-0.011448,False
6451,6630,horse,horse,0.196752,0.222108,-0.025356,False
6452,7877,airplane,airplane,0.196750,0.224200,-0.027450,False
6453,6117,automobile,automobile,0.196744,0.210043,-0.013299,False
6454,4164,automobile,automobile,0.196727,0.214853,-0.018126,False
6455,5205,ship,ship,0.196726,0.211601,-0.014874,False
6456,9993,dog,dog,0.196721,0.211348,-0.014628,False
6457,4034,bird,bird,0.196716,0.208561,-0.011845,False
6458,9424,bird,bird,0.196713,0.196452,0.000261,False
6459,837,bird,horse,0.196703,0.223333,-0.026630,False
6460,107,frog,bird,0.196702,0.212779,-0.016078,False
6461,3269,horse,horse,0.196694,0.216645,-0.019950,False
6462,3418,automobile,automobile,0.196690,0.217072,-0.020382,False
6463,7686,truck,ship,0.196686,0.221872,-0.025186,False
6464,4673,airplane,airplane,0.196680,0.216870,-0.020190,False
6465,6956,frog,frog,0.196680,0.212833,-0.016153,False
6466,3497,airplane,airplane,0.196678,0.212753,-0.016075,False
6467,600,ship,ship,0.196676,0.217569,-0.020894,False
6468,5491,airplane,airplane,0.196666,0.203111,-0.006445,False
6469,4194,airplane,airplane,0.196655,0.201168,-0.004513,False
6470,8283,automobile,automobile,0.196634,0.212206,-0.015572,False
6471,8685,horse,horse,0.196631,0.224671,-0.028040,False
6472,2039,ship,ship,0.196616,0.203657,-0.007041,False
6473,9942,horse,horse,0.196609,0.218894,-0.022285,False
6474,8756,bird,bird,0.196606,0.213739,-0.017133,False
6475,6325,horse,horse,0.196603,0.218152,-0.021549,False
6476,9969,frog,frog,0.196599,0.212427,-0.015829,False
6477,869,automobile,automobile,0.196598,0.209087,-0.012490,False
6478,2756,truck,ship,0.196594,0.217501,-0.020907,False
6479,5541,horse,horse,0.196592,0.208002,-0.011410,False
6480,7204,deer,deer,0.196577,0.222061,-0.025484,False
6481,4311,horse,horse,0.196577,0.212005,-0.015428,False
6482,9568,ship,ship,0.196569,0.207931,-0.011362,False
6483,44,airplane,airplane,0.196569,0.205628,-0.009059,False
6484,9927,truck,truck,0.196560,0.223507,-0.026948,False
6485,838,truck,truck,0.196559,0.208709,-0.012150,False
6486,6523,frog,frog,0.196546,0.214881,-0.018335,False
6487,3706,deer,deer,0.196544,0.231348,-0.034805,False
6488,2098,airplane,airplane,0.196540,0.206664,-0.010124,False
6489,1689,truck,truck,0.196537,0.204523,-0.007986,False
6490,8221,horse,horse,0.196527,0.210030,-0.013504,False
6491,9845,truck,truck,0.196515,0.202697,-0.006182,False
6492,5363,horse,horse,0.196507,0.210691,-0.014184,False
6493,3980,truck,truck,0.196490,0.207475,-0.010986,False
6494,7138,airplane,airplane,0.196489,0.227187,-0.030698,False
6495,1229,automobile,automobile,0.196487,0.219277,-0.022790,False
6496,4944,ship,ship,0.196485,0.199249,-0.002764,False
6497,741,horse,horse,0.196474,0.220729,-0.024255,False
6498,65,bird,bird,0.196471,0.199596,-0.003125,False
6499,4252,truck,truck,0.196470,0.214540,-0.018069,False
6500,8590,airplane,airplane,0.196458,0.207646,-0.011188,False
6501,1522,deer,deer,0.196450,0.232505,-0.036055,False
6502,9083,ship,ship,0.196449,0.215951,-0.019501,False
6503,8051,truck,truck,0.196447,0.196446,0.000002,False
6504,7166,automobile,automobile,0.196444,0.198057,-0.001613,False
6505,4231,bird,bird,0.196439,0.216677,-0.020238,False
6506,5759,truck,truck,0.196429,0.217440,-0.021011,False
6507,2849,frog,bird,0.196422,0.211189,-0.014767,False
6508,8046,ship,airplane,0.196416,0.219543,-0.023127,False
6509,9834,ship,ship,0.196408,0.203922,-0.007515,False
6510,3345,horse,horse,0.196403,0.209956,-0.013553,False
6511,8727,truck,truck,0.196402,0.207853,-0.011451,False
6512,5652,airplane,airplane,0.196396,0.198621,-0.002224,False
6513,1175,truck,truck,0.196391,0.215944,-0.019553,False
6514,3087,airplane,airplane,0.196391,0.207176,-0.010785,False
6515,7818,truck,truck,0.196387,0.205672,-0.009285,False
6516,548,bird,bird,0.196374,0.216779,-0.020404,False
6517,3876,horse,horse,0.196374,0.218535,-0.022161,False
6518,5800,bird,bird,0.196372,0.225277,-0.028905,False
6519,9904,airplane,airplane,0.196369,0.216290,-0.019921,False
6520,9445,truck,truck,0.196368,0.201196,-0.004828,False
6521,2976,airplane,airplane,0.196352,0.217708,-0.021356,False
6522,8280,deer,deer,0.196343,0.228815,-0.032472,False
6523,2522,automobile,automobile,0.196338,0.211130,-0.014792,False
6524,1880,automobile,automobile,0.196331,0.210213,-0.013881,False
6525,1727,truck,truck,0.196326,0.222156,-0.025830,False
6526,2566,bird,bird,0.196318,0.199658,-0.003340,False
6527,5188,ship,ship,0.196315,0.205555,-0.009241,False
6528,3272,horse,horse,0.196312,0.214527,-0.018215,False
6529,5288,deer,deer,0.196297,0.226541,-0.030245,False
6530,3408,bird,bird,0.196295,0.203595,-0.007300,False
6531,8941,airplane,airplane,0.196292,0.202746,-0.006454,False
6532,2687,ship,ship,0.196289,0.209497,-0.013208,False
6533,6770,automobile,automobile,0.196285,0.220881,-0.024596,False
6534,9493,airplane,airplane,0.196282,0.209316,-0.013034,False
6535,3303,ship,ship,0.196282,0.208902,-0.012620,False
6536,1134,automobile,automobile,0.196272,0.217836,-0.021565,False
6537,1343,airplane,airplane,0.196266,0.209532,-0.013266,False
6538,6403,deer,deer,0.196255,0.217901,-0.021647,False
6539,6953,airplane,airplane,0.196249,0.210790,-0.014541,False
6540,1444,automobile,automobile,0.196248,0.207767,-0.011519,False
6541,7065,bird,bird,0.196248,0.204365,-0.008117,False
6542,311,frog,frog,0.196226,0.210010,-0.013784,False
6543,2616,automobile,automobile,0.196221,0.206238,-0.010017,False
6544,3950,ship,ship,0.196203,0.215419,-0.019216,False
6545,2185,airplane,airplane,0.196203,0.208358,-0.012155,False
6546,8089,truck,truck,0.196177,0.206269,-0.010092,False
6547,4240,horse,horse,0.196175,0.214164,-0.017989,False
6548,1110,bird,bird,0.196173,0.196283,-0.000110,False
6549,2130,airplane,airplane,0.196172,0.201839,-0.005667,False
6550,9245,automobile,automobile,0.196162,0.211475,-0.015313,False
6551,2614,airplane,airplane,0.196159,0.208244,-0.012085,False
6552,8592,airplane,airplane,0.196154,0.204069,-0.007916,False
6553,7661,truck,truck,0.196151,0.203676,-0.007526,False
6554,8730,bird,bird,0.196150,0.202950,-0.006800,False
6555,5375,automobile,automobile,0.196139,0.214713,-0.018574,False
6556,7449,airplane,airplane,0.196137,0.207963,-0.011826,False
6557,876,deer,deer,0.196132,0.229847,-0.033714,False
6558,72,ship,ship,0.196120,0.210705,-0.014585,False
6559,2975,truck,truck,0.196112,0.209935,-0.013823,False
6560,9984,horse,horse,0.196112,0.247153,-0.051041,False
6561,9599,horse,horse,0.196111,0.213904,-0.017793,False
6562,955,horse,horse,0.196107,0.219798,-0.023691,False
6563,5261,bird,ship,0.196097,0.207710,-0.011613,False
6564,9016,automobile,automobile,0.196095,0.217035,-0.020939,False
6565,1382,bird,bird,0.196094,0.209137,-0.013043,False
6566,4102,airplane,airplane,0.196079,0.218913,-0.022834,False
6567,602,airplane,airplane,0.196076,0.226701,-0.030625,False
6568,4692,ship,ship,0.196075,0.207907,-0.011832,False
6569,895,automobile,automobile,0.196073,0.208571,-0.012498,False
6570,4488,deer,deer,0.196073,0.220831,-0.024758,False
6571,6980,airplane,ship,0.196069,0.208327,-0.012259,False
6572,2685,bird,bird,0.196063,0.221118,-0.025055,False
6573,8679,ship,ship,0.196037,0.216072,-0.020036,False
6574,6274,truck,truck,0.196024,0.205853,-0.009829,False
6575,6638,automobile,automobile,0.196015,0.207411,-0.011396,False
6576,7431,truck,truck,0.196010,0.210615,-0.014605,False
6577,785,airplane,airplane,0.196007,0.199230,-0.003223,False
6578,800,horse,horse,0.196004,0.208533,-0.012528,False
6579,9736,ship,ship,0.196000,0.202346,-0.006346,False
6580,1576,horse,horse,0.195978,0.221585,-0.025606,False
6581,8126,deer,horse,0.195972,0.224015,-0.028043,False
6582,5619,ship,ship,0.195962,0.206867,-0.010905,False
6583,7535,automobile,automobile,0.195956,0.211907,-0.015952,False
6584,2806,bird,bird,0.195953,0.217923,-0.021970,False
6585,7575,ship,ship,0.195951,0.205243,-0.009292,False
6586,8307,deer,deer,0.195948,0.224416,-0.028468,False
6587,4006,ship,ship,0.195942,0.207176,-0.011234,False
6588,4601,bird,bird,0.195941,0.200466,-0.004524,False
6589,4403,ship,ship,0.195940,0.214566,-0.018626,False
6590,4379,automobile,automobile,0.195936,0.212985,-0.017049,False
6591,2232,airplane,ship,0.195934,0.223939,-0.028004,False
6592,668,automobile,automobile,0.195924,0.212013,-0.016089,False
6593,4955,bird,bird,0.195916,0.214181,-0.018265,False
6594,9267,bird,bird,0.195910,0.206425,-0.010516,False
6595,5282,deer,deer,0.195906,0.230361,-0.034455,False
6596,7454,airplane,airplane,0.195903,0.222621,-0.026718,False
6597,4494,ship,ship,0.195900,0.212041,-0.016141,False
6598,5294,ship,ship,0.195887,0.197412,-0.001526,False
6599,3106,ship,ship,0.195883,0.202112,-0.006228,False
6600,1490,ship,ship,0.195876,0.207278,-0.011402,False
6601,6149,horse,horse,0.195869,0.209038,-0.013169,False
6602,615,ship,ship,0.195868,0.196520,-0.000652,False
6603,4322,deer,horse,0.195866,0.219028,-0.023163,False
6604,2542,bird,bird,0.195857,0.197970,-0.002113,False
6605,1319,airplane,bird,0.195854,0.197769,-0.001915,False
6606,5379,deer,deer,0.195838,0.225284,-0.029445,False
6607,1677,automobile,automobile,0.195834,0.209786,-0.013952,False
6608,720,deer,deer,0.195832,0.221254,-0.025422,False
6609,3642,automobile,automobile,0.195812,0.208219,-0.012407,False
6610,5569,airplane,airplane,0.195811,0.199627,-0.003816,False
6611,5296,deer,deer,0.195806,0.234415,-0.038609,False
6612,2564,bird,bird,0.195799,0.201343,-0.005544,False
6613,1865,horse,horse,0.195790,0.215603,-0.019813,False
6614,3245,horse,horse,0.195784,0.226897,-0.031113,False
6615,154,airplane,airplane,0.195781,0.215254,-0.019473,False
6616,9484,airplane,airplane,0.195767,0.208087,-0.012320,False
6617,4318,automobile,automobile,0.195765,0.214816,-0.019051,False
6618,5621,ship,ship,0.195762,0.202658,-0.006896,False
6619,3592,horse,horse,0.195756,0.219429,-0.023674,False
6620,9052,airplane,ship,0.195754,0.201294,-0.005540,False
6621,5392,airplane,airplane,0.195718,0.213085,-0.017367,False
6622,1684,automobile,automobile,0.195717,0.205394,-0.009676,False
6623,8843,ship,ship,0.195712,0.220611,-0.024899,False
6624,2996,ship,ship,0.195710,0.210768,-0.015058,False
6625,3338,airplane,airplane,0.195690,0.208049,-0.012359,False
6626,8653,ship,ship,0.195673,0.207941,-0.012268,False
6627,3335,airplane,airplane,0.195658,0.205838,-0.010180,False
6628,8092,deer,deer,0.195652,0.214637,-0.018984,False
6629,4985,deer,deer,0.195651,0.221645,-0.025995,False
6630,1755,horse,horse,0.195640,0.225112,-0.029472,False
6631,2087,airplane,airplane,0.195637,0.203932,-0.008294,False
6632,3964,truck,truck,0.195629,0.211119,-0.015490,False
6633,9528,airplane,airplane,0.195626,0.227226,-0.031600,False
6634,4735,ship,ship,0.195619,0.204652,-0.009033,False
6635,6308,deer,deer,0.195606,0.227137,-0.031531,False
6636,4874,truck,truck,0.195597,0.212229,-0.016631,False
6637,6003,airplane,ship,0.195593,0.199062,-0.003468,False
6638,5132,automobile,automobile,0.195575,0.200900,-0.005325,False
6639,6595,bird,bird,0.195569,0.199651,-0.004082,False
6640,6361,airplane,airplane,0.195569,0.209969,-0.014401,False
6641,723,automobile,automobile,0.195568,0.218762,-0.023194,False
6642,8965,deer,deer,0.195565,0.224664,-0.029099,False
6643,9507,airplane,airplane,0.195564,0.205746,-0.010183,False
6644,5863,deer,deer,0.195562,0.228024,-0.032461,False
6645,8581,ship,ship,0.195562,0.213841,-0.018279,False
6646,2678,airplane,airplane,0.195554,0.206587,-0.011033,False
6647,9145,automobile,truck,0.195547,0.212397,-0.016850,False
6648,8066,truck,truck,0.195542,0.207800,-0.012258,False
6649,8563,airplane,airplane,0.195540,0.208993,-0.013453,False
6650,9066,automobile,automobile,0.195533,0.209589,-0.014056,False
6651,1057,horse,horse,0.195530,0.212453,-0.016923,False
6652,9081,horse,horse,0.195526,0.223442,-0.027916,False
6653,6829,ship,ship,0.195524,0.200190,-0.004666,False
6654,1560,horse,horse,0.195520,0.212645,-0.017125,False
6655,5090,automobile,truck,0.195517,0.209886,-0.014369,False
6656,4660,horse,horse,0.195473,0.227909,-0.032437,False
6657,9623,truck,truck,0.195471,0.205172,-0.009701,False
6658,9028,ship,ship,0.195458,0.206039,-0.010581,False
6659,6984,automobile,automobile,0.195451,0.196562,-0.001111,False
6660,4332,horse,horse,0.195449,0.218580,-0.023131,False
6661,1257,bird,bird,0.195447,0.208531,-0.013084,False
6662,5857,airplane,airplane,0.195437,0.223715,-0.028278,False
6663,2473,airplane,airplane,0.195436,0.217745,-0.022308,False
6664,1305,truck,truck,0.195427,0.204449,-0.009021,False
6665,7572,automobile,automobile,0.195421,0.209112,-0.013691,False
6666,7567,horse,horse,0.195417,0.220572,-0.025155,False
6667,3502,ship,ship,0.195411,0.211597,-0.016186,False
6668,6159,automobile,automobile,0.195406,0.208590,-0.013183,False
6669,5189,airplane,airplane,0.195405,0.216793,-0.021388,False
6670,5058,automobile,automobile,0.195404,0.207116,-0.011713,False
6671,9946,airplane,airplane,0.195402,0.206153,-0.010751,False
6672,9242,horse,horse,0.195395,0.224495,-0.029100,False
6673,2464,bird,bird,0.195395,0.206465,-0.011070,False
6674,7850,airplane,airplane,0.195391,0.206099,-0.010707,False
6675,7564,ship,ship,0.195387,0.194882,0.000505,False
6676,2657,horse,horse,0.195379,0.223081,-0.027702,False
6677,5018,deer,deer,0.195378,0.212804,-0.017425,False
6678,2552,truck,truck,0.195378,0.198029,-0.002651,False
6679,6653,airplane,airplane,0.195374,0.210370,-0.014996,False
6680,3156,truck,truck,0.195368,0.207375,-0.012007,False
6681,2555,horse,horse,0.195366,0.225489,-0.030123,False
6682,7461,truck,truck,0.195364,0.205536,-0.010172,False
6683,3820,airplane,airplane,0.195338,0.208190,-0.012852,False
6684,5797,dog,dog,0.195335,0.221706,-0.026370,False
6685,2239,horse,horse,0.195334,0.214286,-0.018952,False
6686,2924,automobile,automobile,0.195324,0.215596,-0.020272,False
6687,801,automobile,automobile,0.195319,0.208660,-0.013341,False
6688,2587,airplane,airplane,0.195318,0.201835,-0.006517,False
6689,7251,horse,horse,0.195313,0.219305,-0.023992,False
6690,3625,ship,ship,0.195310,0.221172,-0.025861,False
6691,5310,airplane,airplane,0.195307,0.206862,-0.011556,False
6692,4361,ship,ship,0.195306,0.201638,-0.006332,False
6693,8060,frog,frog,0.195303,0.206380,-0.011077,False
6694,3100,airplane,bird,0.195301,0.221631,-0.026330,False
6695,5169,bird,bird,0.195298,0.196988,-0.001690,False
6696,2417,horse,horse,0.195285,0.211383,-0.016097,False
6697,7929,airplane,airplane,0.195261,0.215482,-0.020222,False
6698,1799,deer,horse,0.195259,0.216872,-0.021613,False
6699,3933,frog,frog,0.195244,0.205095,-0.009850,False
6700,4629,horse,horse,0.195242,0.213133,-0.017892,False
6701,5333,horse,horse,0.195235,0.208949,-0.013714,False
6702,6915,automobile,automobile,0.195233,0.205144,-0.009911,False
6703,9529,truck,ship,0.195224,0.208222,-0.012999,False
6704,8876,airplane,airplane,0.195223,0.203566,-0.008343,False
6705,3537,ship,ship,0.195220,0.199442,-0.004222,False
6706,8097,automobile,automobile,0.195202,0.198997,-0.003796,False
6707,5353,automobile,automobile,0.195196,0.208713,-0.013517,False
6708,7901,automobile,automobile,0.195182,0.206716,-0.011534,False
6709,215,airplane,airplane,0.195173,0.214673,-0.019500,False
6710,7963,horse,horse,0.195170,0.210338,-0.015169,False
6711,5824,horse,horse,0.195164,0.227689,-0.032525,False
6712,2370,airplane,airplane,0.195161,0.213615,-0.018454,False
6713,1075,ship,ship,0.195155,0.205210,-0.010055,False
6714,1563,truck,truck,0.195143,0.198536,-0.003392,False
6715,2122,airplane,airplane,0.195142,0.196693,-0.001550,False
6716,2954,truck,truck,0.195124,0.207831,-0.012707,False
6717,770,frog,frog,0.195103,0.216378,-0.021274,False
6718,1926,airplane,airplane,0.195096,0.208977,-0.013881,False
6719,4690,bird,bird,0.195085,0.205090,-0.010004,False
6720,4707,horse,horse,0.195085,0.218252,-0.023167,False
6721,330,automobile,automobile,0.195082,0.206990,-0.011908,False
6722,7405,horse,horse,0.195076,0.209850,-0.014774,False
6723,5277,ship,airplane,0.195075,0.199929,-0.004854,False
6724,5160,airplane,airplane,0.195074,0.203655,-0.008581,False
6725,1478,horse,horse,0.195060,0.216188,-0.021128,False
6726,5992,deer,horse,0.195054,0.227200,-0.032146,False
6727,7683,airplane,airplane,0.195043,0.206411,-0.011368,False
6728,1659,ship,ship,0.195033,0.206209,-0.011176,False
6729,8377,ship,ship,0.195027,0.204900,-0.009873,False
6730,9439,airplane,airplane,0.195025,0.207954,-0.012928,False
6731,7882,horse,horse,0.194983,0.215579,-0.020596,False
6732,4269,airplane,airplane,0.194971,0.214986,-0.020016,False
6733,5563,automobile,automobile,0.194970,0.213335,-0.018365,False
6734,7805,truck,truck,0.194960,0.218567,-0.023607,False
6735,2089,horse,horse,0.194955,0.209170,-0.014215,False
6736,2535,airplane,airplane,0.194946,0.206456,-0.011509,False
